("entity"|1004 GOURMET|ORGANIZATION|1004 Gourmet is a Dubai-based Korean/Asian grocery chain importing and distributing vegan foods from Korea and Asia, with multiple outlets)

("entity"|FAMILYK|ORGANIZATION|FamilyK is a Dubai-based Korean/Asian food importer and retailer, offering vegan products with online and physical stores)

("entity"|EMARAT|ORGANIZATION|Emarat is a UAE government-owned oil company operating convenience stores that sell fresh, organic, and imported vegan foods, including vegan ham)

("entity"|LULU HYPERMARKET|ORGANIZATION|Lulu Hypermarket is a leading UAE retail chain with over 100 stores, offering a wide range of imported and local organic, vegan, and plant-based foods)

("entity"|SPINNEYS|ORGANIZATION|Spinneys is a major UAE hypermarket chain providing certified organic and vegan products, including plant-based meats, with extensive distribution channels)

("entity"|HARVEY NICHOLS|ORGANIZATION|Harvey Nichols Dubai is a luxury department store chain with sections dedicated to premium imported health and vegan foods)

("relationship"|UAE|GEO|UAE is the country where the market for plant-based foods, including vegan ham, is expanding steadily, with increasing imports and retail presence|9)

("relationship"|UAE MEAT MARKET|GEO|The UAE meat market, valued at about 6.8 trillion KRW in 2023, is projected to grow at 5.1% annually, with a rising demand for plant-based alternatives|9)

("relationship"|UAE ALTERNATIVE MEAT MARKET|GEO|The UAE plant-based meat market, valued at approximately 227 billion KRW in 2023, is expected to grow at 7.3% annually, reaching about 317 billion KRW by 2028|9)

("relationship"|UAE HS CODE 2106.90|PRODUCT|UAE imports of HS Code 2106.90, including vegan ham, increased over five years, with 2022 import value at about 982.4 billion KRW, ranking 40th globally|9)

("relationship"|UAE HS CODE 2106.90|GEO|UAE's import value for HS Code 2106.90 was about 982.4 billion KRW in 2022, with Korea accounting for 1.9 billion KRW, ranking 40th among importing countries|9)

("relationship"|BEYOND MEAT|ORGANIZATION|Beyond Meat is a leading US plant-based protein company offering vegan ham and related products, popular in UAE for its meat-like taste|10)

("relationship"|NOBLE JERKY|ORGANIZATION|Noble Jerky produces vegan jerky products, including plant-based ham slices, targeting health-conscious and vegan consumers in UAE|10)

("relationship"|LOUISVILLE VEGAN JERKY|ORGANIZATION|Louisville Vegan Jerky sells various plant-based jerky flavors, including vegan ham slices, mainly targeting health-conscious consumers in UAE|10)

("relationship"|ORGANIC AND REAL|ORGANIZATION|Organic and Real is a UAE retailer specializing in organic, vegan, and plant-based foods, emphasizing health and sustainability|10)

("relationship"|SPINNEYS|ORGANIZATION|Spinneys is a major UAE hypermarket chain offering certified organic and vegan products, including plant-based meats, with extensive distribution channels|10)

("relationship"|HARVEY NICHOLS|ORGANIZATION|Harvey Nichols Dubai offers premium imported health and vegan foods, including plant-based meats, targeting high-end consumers|10)

("relationship"|1004 GOURMET|ORGANIZATION|1004 Gourmet imports and distributes Korean and Asian vegan foods, including vegan ham, with multiple stores in Dubai and Abu Dhabi|10)

("relationship"|FAMILYK|ORGANIZATION|FamilyK is a Dubai-based importer and retailer of Korean and Asian vegan products, including vegan ham, with online and offline sales channels|10)

("relationship"|EMARAT|ORGANIZATION|Emarat operates convenience stores across UAE, selling high-quality, organic, and imported vegan products, including vegan ham|10)

("relationship"|LULU HYPERMARKET|ORGANIZATION|Lulu Hypermarket is a leading UAE retail chain with over 100 stores, offering imported and local organic, vegan, and plant-based foods, including vegan ham|10)

("relationship"|SPINNEYS|ORGANIZATION|Spinneys provides extensive distribution of certified organic and vegan products, including plant-based meats, across UAE|10)

("relationship"|HARVEY NICHOLS|ORGANIZATION|Harvey Nichols Dubai features premium imported vegan foods, including plant-based meats, targeting luxury consumers|10)

END_OF_OUTPUT
